claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
165881,Buffy Summers appears in only in a film.,Refuted,"[[[190741,201707,""Buffy_Summers"",3]],[[190742,201708,""Buffy_Summers"",1],[190742,201708,""Buffy_the_Vampire_Slayer_Season_Eight"",0],[190742,201708,""Slayer_-LRB-Buffy_the_Vampire_Slayer-RRB-"",0]]]",,165881,Buffy Summers appears in only in a film.,Refuted,,,,,,
39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,"[[[55655,65697,""Lou_Gehrig"",0]],[[55655,65698,""Lou_Gehrig"",15]]]",,39405,Lou Gehrig was a baseball player who defended the area near the first base.,Supported,,,,,,
58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,"[[[75176,86409,""Star_Trek-COLON-_Discovery"",1]]]",,58800,Star Trek: Discovery is the first series since 2005's Star Trek Enterprise.,Supported,,,,,,
132355,David Packouz is a sculptor.,Refuted,"[[[154770,169532,""David_Packouz"",0]]]",,132355,David Packouz is a sculptor.,Refuted,,,,,,
108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,"[[[127619,142214,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142245,""The_SpongeBob_SquarePants_Movie"",1]],[[127652,142246,""The_SpongeBob_SquarePants_Movie"",6],[127652,142246,""Stephen_Hillenburg"",0]]]",,108755,The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,Supported,,,,,,
164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,"[[[189192,200513,""Nobel_Prize_in_Chemistry"",6]]]",,164506,The Nobel Prize in Chemistry was awarded to a person from anywhere except the Netherlands.,Refuted,,,,,,
80970,Aristotle never visited Athens.,Refuted,"[[[97982,111117,""Aristotle"",2]],[[97982,111118,""Aristotle"",4]]]",,80970,Aristotle never visited Athens.,Refuted,,,,,,
198066,Story of My Life was recorded by an English Irish band.,Supported,"[[[232858,235930,""Story_of_My_Life_-LRB-One_Direction_song-RRB-"",0]]]",,198066,Story of My Life was recorded by an English Irish band.,Supported,,,,,,
204630,Rio's sequel is a 2013 film.,Refuted,"[[[241681,243204,""Rio_-LRB-2011_film-RRB-"",20]],[[241682,243205,""Rio_-LRB-2011_film-RRB-"",20]]]",,204630,Rio's sequel is a 2013 film.,Refuted,,,,,,
160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,"[[[184778,196672,""French_Indochina"",0]]]",,160304,French Indochina was unofficially known as the Indochinese Union then the Indochinese Federation.,Refuted,,,,,,
99849,Humphrey Bogart was not ranked greatest male star of Classic American cinema in 1999.,Refuted,"[[[117503,131414,""Humphrey_Bogart"",16]],[[117517,131424,""Humphrey_Bogart"",16]]]",,99849,Humphrey Bogart was not ranked greatest male star of Classic American cinema in 1999.,Refuted,,,,,,
36333,Underdog was directed by a Belgian film director.,Supported,"[[[52533,62501,""Underdog_-LRB-film-RRB-"",1],[52533,62501,""Frederik_Du_Chau"",0]]]",,36333,Underdog was directed by a Belgian film director.,Supported,,,,,,
153261,The CONCACAF Champions League is a dead body.,Refuted,"[[[177210,190085,""CONCACAF_Champions_League"",0]]]",,153261,The CONCACAF Champions League is a dead body.,Refuted,,,,,,
85642,Neil Diamond has a middle name called Leslie.,Supported,"[[[102809,116105,""Neil_Diamond"",0]]]",,85642,Neil Diamond has a middle name called Leslie.,Supported,,,,,,
18397,Scandal plays rock music.,Supported,"[[[33975,41193,""Scandal_-LRB-American_band-RRB-"",0]],[[33975,41194,""Scandal_-LRB-American_band-RRB-"",1],[33975,41194,""The_Warrior_-LRB-song-RRB-"",0]],[[33975,41195,""Scandal_-LRB-American_band-RRB-"",2],[33975,41195,""Goodbye_to_You_-LRB-Scandal_song-RRB-"",0]]]",,18397,Scandal plays rock music.,Supported,,,,,,
57622,B. R. Ambedkar was the recipient of an award.,Supported,"[[[73975,85209,""B._R._Ambedkar"",10]]]",,57622,B. R. Ambedkar was the recipient of an award.,Supported,,,,,,
60144,James Brolin is not from America.,Refuted,"[[[76568,87868,""James_Brolin"",0]]]",,60144,James Brolin is not from America.,Refuted,,,,,,
160814,Juventus Stadium in Turin is the home stadium for Juventus F.C.,Supported,"[[[185339,197107,""Juventus_F.C."",1],[185339,197107,""Juventus_Stadium"",0]]]",,160814,Juventus Stadium in Turin is the home stadium for Juventus F.C.,Supported,,,,,,
8316,Brent Mydland was a member of the Grateful Dead.,Supported,"[[[13512,16877,""Grateful_Dead"",15]]]",,8316,Brent Mydland was a member of the Grateful Dead.,Supported,,,,,,
175921,Aunt May is a character that appeared in comics.,Supported,"[[[203699,212670,""Aunt_May"",0]],[[203699,212671,""Aunt_May"",1]]]",,175921,Aunt May is a character that appeared in comics.,Supported,,,,,,
131969,Vatican City has yet to be established.,Refuted,"[[[154355,169106,""Vatican_City"",10]],[[154355,169107,""Vatican_City"",11]]]",,131969,Vatican City has yet to be established.,Refuted,,,,,,
216791,Timur was only Chinese.,Refuted,"[[[257576,256564,""Timur"",0]]]",,216791,Timur was only Chinese.,Refuted,,,,,,
117316,Vatican City was established as a city-state by the Lateran Treaty.,Supported,"[[[137682,152593,""Vatican_City"",11]]]",,117316,Vatican City was established as a city-state by the Lateran Treaty.,Supported,,,,,,
75584,Faye Resnick is known for her appearances on television.,Supported,"[[[92370,105127,""Faye_Resnick"",0]],[[92370,105128,""Faye_Resnick"",1]]]",,75584,Faye Resnick is known for her appearances on television.,Supported,,,,,,
90080,Terry Crews played on the Los Angeles Rams in 1996.,Refuted,"[[[27596,33799,""Terry_Crews"",9],[27596,33799,""Los_Angeles_Rams"",14]]]",,90080,Terry Crews played on the Los Angeles Rams in 1996.,Refuted,,,,,,
222738,Vedic Sanskrit is an ancient writing system.,Refuted,"[[[265341,262556,""Vedic_Sanskrit"",2]]]",,222738,Vedic Sanskrit is an ancient writing system.,Refuted,,,,,,
134983,The English Wikipedia is the Spanish-language edition of an encyclopedia.,Refuted,"[[[157554,172139,""English_Wikipedia"",0]]]",,134983,The English Wikipedia is the Spanish-language edition of an encyclopedia.,Refuted,,,,,,
117063,Derek Hough starred in a work.,Supported,"[[[284613,278387,""Derek_Hough"",5]],[[284613,278388,""Derek_Hough"",6]],[[330840,317374,""Derek_Hough"",5]],[[330840,317375,""Derek_Hough"",6]],[[331965,318394,""Derek_Hough"",5]]]",,117063,Derek Hough starred in a work.,Supported,,,,,,
155920,Taylor Lautner appeared in The Bernie Mac Show in 2001.,Refuted,"[[[179987,192522,""Taylor_Lautner"",4]]]",,155920,Taylor Lautner appeared in The Bernie Mac Show in 2001.,Refuted,,,,,,
63308,Dan Trachtenberg is an American filmmaker.,Supported,"[[[80123,91911,""Dan_Trachtenberg"",0]]]",,63308,Dan Trachtenberg is an American filmmaker.,Supported,,,,,,
100446,Shomu Mukherjee died of a heart attack in November.,Refuted,"[[[118118,131974,""Shomu_Mukherjee"",9]],[[118119,131975,""Shomu_Mukherjee"",0]],[[118119,131976,""Shomu_Mukherjee"",9]]]",,100446,Shomu Mukherjee died of a heart attack in November.,Refuted,,,,,,
54411,Babur was born in 1483.,Supported,"[[[168509,182248,""Babur"",0]],[[170716,184309,""Babur"",0]],[[312514,302310,""Babur"",0]],[[313672,303227,""Babur"",0]]]",,54411,Babur was born in 1483.,Supported,,,,,,
23729,The Dodo has been depicted with a green beak.,Supported,"[[[39672,47751,""Dodo"",10]]]",,23729,The Dodo has been depicted with a green beak.,Supported,,,,,,
66801,Cheese in the Trap (TV series) stars Batman.,Refuted,"[[[83368,95332,""Cheese_in_the_Trap_-LRB-TV_series-RRB-"",0]]]",,66801,Cheese in the Trap (TV series) stars Batman.,Refuted,,,,,,
223273,The Baja 1000 was covered by Jim McKay in 1968.,Supported,"[[[265945,263059,""Baja_1000"",14]]]",,223273,The Baja 1000 was covered by Jim McKay in 1968.,Supported,,,,,,
211009,Resident Evil is a film.,Supported,"[[[249992,250055,""Resident_Evil_-LRB-film-RRB-"",0]]]",,211009,Resident Evil is a film.,Supported,,,,,,
122000,Danger UXB is a TV show.,Supported,"[[[143210,158304,""Danger_UXB"",0]],[[143210,158305,""Danger_UXB"",3]],[[143210,158306,""Danger_UXB"",7]],[[143210,158307,""Danger_UXB"",11]]]",,122000,Danger UXB is a TV show.,Supported,,,,,,
142735,Elizabeth I was the daughter of a salesman.,Refuted,"[[[165785,179770,""Elizabeth_I_of_England"",4]]]",,142735,Elizabeth I was the daughter of a salesman.,Refuted,,,,,,
9504,Pink covered the song Rhythm Nation.,Supported,"[[[24306,30041,""Rhythm_Nation"",23]]]",,9504,Pink covered the song Rhythm Nation.,Supported,,,,,,
134344,Joe Rogan was a person.,Supported,"[[[158721,173356,""Joe_Rogan"",0]]]",,134344,Joe Rogan was a person.,Supported,,,,,,
119794,Amancio Ortega is a business tycoon.,Supported,"[[[142561,157737,""Amancio_Ortega"",0]],[[142561,157738,""Amancio_Ortega"",1]]]",,119794,Amancio Ortega is a business tycoon.,Supported,,,,,,
217025,Jab Tak Hai Jaan was praised for its cinematography and direction.,Supported,"[[[257853,256804,""Jab_Tak_Hai_Jaan"",14]]]",,217025,Jab Tak Hai Jaan was praised for its cinematography and direction.,Supported,,,,,,
10675,Manchester United F.C. was the world's highest-earning tennis club for a season.,Refuted,"[[[25690,31619,""Manchester_United_F.C."",17]]]",,10675,Manchester United F.C. was the world's highest-earning tennis club for a season.,Refuted,,,,,,
42583,Henry III assumed the throne when he was 9 years old in 1246.,Refuted,"[[[58891,69208,""Henry_III_of_England"",1],[58891,69208,""Henry_III_of_England"",0]]]",,42583,Henry III assumed the throne when he was 9 years old in 1246.,Refuted,,,,,,
193844,"Ed Gagliardi died on April 11, 2014.",Supported,"[[[226997,231436,""Ed_Gagliardi"",13]]]",,193844,"Ed Gagliardi died on April 11, 2014.",Supported,,,,,,
1746,Sheryl Lee has yet to work with Woody Allen.,Refuted,"[[[17502,21655,""Sheryl_Lee"",7],[17502,21655,""Cafe\u0301_Society_-LRB-film-RRB-"",0]]]",,1746,Sheryl Lee has yet to work with Woody Allen.,Refuted,,,,,,
17374,John DiMaggio had a role on Teen Titans.,Supported,"[[[44967,53667,""John_DiMaggio"",1]],[[47110,56208,""John_DiMaggio"",1]],[[49678,59108,""John_DiMaggio"",1]],[[302268,293304,""John_DiMaggio"",1]],[[302269,293305,""John_DiMaggio"",1]],[[302272,293308,""John_DiMaggio"",1]]]",,17374,John DiMaggio had a role on Teen Titans.,Supported,,,,,,
75538,Hedda Gabler's world premiere took place in Schwabing.,Refuted,"[[[92332,105080,""Hedda_Gabler"",1]]]",,75538,Hedda Gabler's world premiere took place in Schwabing.,Refuted,,,,,,
131670,Michael Hutchence has yet to die.,Refuted,"[[[154020,168825,""Michael_Hutchence"",0]],[[154020,168826,""Michael_Hutchence"",1]],[[154020,168827,""Michael_Hutchence"",17]],[[154020,168828,""Michael_Hutchence"",15]],[[154020,168829,""Michael_Hutchence"",16]]]",,131670,Michael Hutchence has yet to die.,Refuted,,,,,,
109036,Atlanta metropolitan area is located in south Georgia.,Refuted,"[[[127909,142603,""Atlanta_metropolitan_area"",3]]]",,109036,Atlanta metropolitan area is located in south Georgia.,Refuted,,,,,,
17628,Jack Lowden is incapable of being an actor.,Refuted,"[[[33123,40212,""Jack_Lowden"",0]],[[33123,40213,""Jack_Lowden"",1]],[[33123,40214,""Jack_Lowden"",4]],[[33123,40215,""Jack_Lowden"",5],[33123,40215,""Laurence_Olivier_Award_for_Best_Actor_in_a_Supporting_Role"",0]],[[33123,40216,""Jack_Lowden"",9]],[[33123,40217,""Jack_Lowden"",12]]]",,17628,Jack Lowden is incapable of being an actor.,Refuted,,,,,,
124050,Kung Fu Panda was released in theaters in 2006.,Refuted,"[[[145579,160578,""Kung_Fu_Panda"",15]]]",,124050,Kung Fu Panda was released in theaters in 2006.,Refuted,,,,,,
129221,Colin Kaepernick starts for the San Francisco 49ers.,Supported,"[[[286765,280238,""Colin_Kaepernick"",2]],[[288948,282130,""Colin_Kaepernick"",5],[288948,282130,""2012_San_Francisco_49ers_season"",0]],[[333799,319976,""Colin_Kaepernick"",5]],[[333800,319977,""Colin_Kaepernick"",5]],[[333800,319978,""Colin_Kaepernick"",6]],[[333800,319979,""Colin_Kaepernick"",7]],[[333800,319980,""Colin_Kaepernick"",8]]]",,129221,Colin Kaepernick starts for the San Francisco 49ers.,Supported,,,,,,
32595,Castlevania was developed by Konami.,Supported,"[[[48681,57996,""Castlevania_-LRB-1986_video_game-RRB-"",0]]]",,32595,Castlevania was developed by Konami.,Supported,,,,,,
172108,Selena Gomez & the Scene's debut album was released in 2008.,Refuted,"[[[198622,208415,""Selena_Gomez_&_the_Scene"",3]],[[198623,208416,""Selena_Gomez_&_the_Scene"",3]]]",,172108,Selena Gomez & the Scene's debut album was released in 2008.,Refuted,,,,,,
41265,Carlos Santana is a musician.,Supported,"[[[57551,67781,""Carlos_Santana"",0]],[[57551,67782,""Carlos_Santana"",4]]]",,41265,Carlos Santana is a musician.,Supported,,,,,,
62201,The Gifted was created for Fox.,Supported,"[[[78689,90241,""The_Gifted_-LRB-TV_series-RRB-"",0]]]",,62201,The Gifted was created for Fox.,Supported,,,,,,
116269,One Flew Over the Cuckoo's Nest was released in a year between 1934 and 1970.,Refuted,"[[[136668,151492,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",0]]]",,116269,One Flew Over the Cuckoo's Nest was released in a year between 1934 and 1970.,Refuted,,,,,,
142631,Raja Hindustani is a 1996 drama romance film directed by Michael Fassbender.,Refuted,"[[[165689,179705,""Raja_Hindustani"",0]]]",,142631,Raja Hindustani is a 1996 drama romance film directed by Michael Fassbender.,Refuted,,,,,,
182915,The soundtrack of Far from the Madding Crowd was by Waluigi.,Refuted,"[[[212886,220300,""Far_from_the_Madding_Crowd_-LRB-1967_film-RRB-"",3]]]",,182915,The soundtrack of Far from the Madding Crowd was by Waluigi.,Refuted,,,,,,
101604,The second album of Danny Brown was named XXX.,Supported,"[[[119323,133298,""Danny_Brown"",3]]]",,101604,The second album of Danny Brown was named XXX.,Supported,,,,,,
88479,West Virginia only borders Vermont to the northeast.,Refuted,"[[[105713,119137,""West_Virginia"",1]]]",,88479,West Virginia only borders Vermont to the northeast.,Refuted,,,,,,
110008,The University of Illinois at Chicago is a high school.,Refuted,"[[[129077,143858,""University_of_Illinois_at_Chicago"",0]]]",,110008,The University of Illinois at Chicago is a high school.,Refuted,,,,,,
40528,SpongeBob SquarePants is not a series.,Refuted,"[[[56848,67075,""SpongeBob_SquarePants"",0]],[[56848,67076,""SpongeBob_SquarePants"",16],[56848,67076,""SpongeBob_SquarePants_-LRB-season_10-RRB-"",0]],[[56848,67077,""SpongeBob_SquarePants"",15],[56848,67077,""The_SpongeBob_SquarePants_Movie"",0]],[[56848,67078,""SpongeBob_SquarePants"",1],[56848,67078,""SpongeBob_SquarePants_-LRB-character-RRB-"",0]],[[56848,67079,""SpongeBob_SquarePants"",7],[56848,67079,""Tom_Kenny"",0]]]",,40528,SpongeBob SquarePants is not a series.,Refuted,,,,,,
165699,Randy Jackson turned down working as a judge for American Idol (season 8).,Refuted,"[[[190560,201561,""American_Idol_-LRB-season_8-RRB-"",1]],[[190561,201562,""American_Idol_-LRB-season_8-RRB-"",1]]]",,165699,Randy Jackson turned down working as a judge for American Idol (season 8).,Refuted,,,,,,
21146,Kuching is a city in Singapore.,Refuted,"[[[37117,44816,""Kuching"",0]],[[37117,44817,""Kuching"",15]],[[37117,44818,""Kuching"",2],[37117,44818,""Sarawak_River"",0]],[[37117,44819,""Kuching"",20]],[[37117,44820,""Kuching"",21]],[[37117,44821,""Kuching"",1],[37117,44821,""Kuching_Division"",0]],[[37117,44822,""Kuching"",16]],[[37117,44823,""Kuching"",19],[37117,44823,""Sarawak"",0],[37117,44823,""Sarawak"",2]]]",,21146,Kuching is a city in Singapore.,Refuted,,,,,,
72401,The Columbia River contains locks for shipping channels.,Supported,"[[[89100,101798,""Columbia_River"",21]]]",,72401,The Columbia River contains locks for shipping channels.,Supported,,,,,,
180578,Swordfish (film) is a film that is about a type of person.,Supported,"[[[209588,217383,""Swordfish_-LRB-film-RRB-"",1],[209588,217383,""Security_hacker"",0]],[[209591,217386,""Swordfish_-LRB-film-RRB-"",1]]]",,180578,Swordfish (film) is a film that is about a type of person.,Supported,,,,,,
96377,"In 2015, among Americans, 11% of adults had consumed alcoholic drink at some point.",Refuted,"[[[113928,127776,""Alcoholic_drink"",13]]]",,96377,"In 2015, among Americans, 11% of adults had consumed alcoholic drink at some point.",Refuted,,,,,,
154989,Poldark has three series.,Supported,"[[[297581,289229,""Poldark_-LRB-2015_TV_series-RRB-"",6],[297581,289229,""Poldark_-LRB-2015_TV_series-RRB-"",0]],[[342169,326292,""Poldark_-LRB-2015_TV_series-RRB-"",6]],[[342179,326299,""Poldark_-LRB-2015_TV_series-RRB-"",6]],[[342206,326306,""Poldark_-LRB-2015_TV_series-RRB-"",6]]]",,154989,Poldark has three series.,Supported,,,,,,
105419,Youtube is not a website.,Refuted,"[[[123742,138131,""YouTube"",0]]]",,105419,Youtube is not a website.,Refuted,,,,,,
181255,Sean Gunn was on Gilmore Girls.,Supported,"[[[210395,218169,""Sean_Gunn"",0]]]",,181255,Sean Gunn was on Gilmore Girls.,Supported,,,,,,
226843,"Sejong the Great was born on May 15, 1397.",Supported,"[[[270484,266515,""Sejong_the_Great"",0]]]",,226843,"Sejong the Great was born on May 15, 1397.",Supported,,,,,,
141801,TakePart is a division of a film production company.,Supported,"[[[164870,179062,""TakePart"",0],[164870,179062,""Participant_Media"",0]]]",,141801,TakePart is a division of a film production company.,Supported,,,,,,
131965,Andrew Kevin Walker is a writer.,Supported,"[[[154344,169091,""Andrew_Kevin_Walker"",0]],[[154345,169092,""Andrew_Kevin_Walker"",0]],[[154345,169093,""Andrew_Kevin_Walker"",1]]]",,131965,Andrew Kevin Walker is a writer.,Supported,,,,,,
181206,Southpaw is an American novel.,Refuted,"[[[210335,218100,""Southpaw_-LRB-film-RRB-"",0]]]",,181206,Southpaw is an American novel.,Refuted,,,,,,
26281,Legendary Entertainment has been a subsidiary of Wanda Group since 2016.,Supported,"[[[42336,50945,""Legendary_Entertainment"",2]]]",,26281,Legendary Entertainment has been a subsidiary of Wanda Group since 2016.,Supported,,,,,,
206712,Samwell Tarly appears in novels by George R. R. Martin.,Supported,"[[[244422,245431,""Samwell_Tarly"",0]],[[244422,245432,""Samwell_Tarly"",3],[244422,245432,""A_Game_of_Thrones"",0]],[[244422,245433,""Samwell_Tarly"",4],[244422,245433,""A_Clash_of_Kings"",0]],[[244423,245434,""Samwell_Tarly"",0]]]",,206712,Samwell Tarly appears in novels by George R. R. Martin.,Supported,,,,,,
137842,Arizona is a mass-marketed beverage.,Refuted,"[[[160609,175122,""Arizona"",0]],[[160609,175123,""Arizona"",1]],[[160609,175124,""Arizona"",2]],[[160609,175125,""Arizona"",3]],[[160609,175126,""Arizona"",4]],[[160609,175127,""Arizona"",9]],[[160609,175128,""Arizona"",15]],[[160609,175129,""Arizona"",16]],[[160609,175130,""Arizona"",22]]]",,137842,Arizona is a mass-marketed beverage.,Refuted,,,,,,
70311,IMDb is a professional Dota 2 player.,Refuted,"[[[86972,99450,""IMDb"",0]]]",,70311,IMDb is a professional Dota 2 player.,Refuted,,,,,,
